Nombre,Localidad,Calidad,Teléfono,Dirección,Email,WEB,Postal Code,Tipo de Restauración,Coordenadas GPS,LATWGS84,LONWGS84,tag1,tag2,tag3
Artomaña Txakolina,Artomaña,0.0,620 007 452,"Masalarreina, s/n",turismo@artomanatxakolina.com,http://www.artomanatxakolina.eus/,1468.0,Bodega Txakoli,"42.984199501184946,-2.984355793670602",42.98419950118495,-2.984355793670602,gastronomia,outdoor,comercio_local
Larruzz Bilbao,Bilbao,1.0,944 230 820,"Uribitarte, 24",reservas@larruzzbilbao.com,https://www.larruzzbilbao.com/,48001.0,Restaurante,"43.2665127,-2.929771800000026",43.2665127,-2.929771800000026,gastronomia,moderno,rooftop
Señorio de Astobiza (Okendo Txakolina),,0.0,607 400 321,"Barrio Jandiola, 16",comercial@senoriodeastobiza.com,https://www.astobiza.es/,1409.0,Bodega Txakoli,"43.15172212956277,-3.031157323278876",43.15172212956277,-3.031157323278876,gastronomia,comercio_local,outdoor
Tartufo,Bergara,0.0,943 763 551,"Barrio de San Juan, 35",tartufo@tartufobergara.com,http://www.tartufobergara.com/,20570.0,Restaurante,"43.1301208,-2.4365238000000318",43.1301208,-2.436523800000032,gastronomia,moderno,cultura
Txakoli Simon,Bilbao,0.0,944 457 499,"Camino San Roque, 89",info@txakolisimon.com,,48015.0,Restaurante,"43.28298935826777,-2.91622915291748",43.28298935826777,-2.91622915291748,gastronomia,tradicional,euskaldun
Beraia,Bilbao,0.0,944 052 844,"Alameda Recalde, 20",restauranteberaia@gmail.com,http://restauranteberaia.com/,48009.0,Restaurante,"43.2654242,-2.9341127000000142",43.2654242,-2.9341127000000142,gastronomia,moderno,animado
Algorri,Donostia / San Sebastián,0.0,943 218 279,"Camino Zubiberri, 29",info@algorrijatetxea.com,https://algorrijatetxea.com/es/home/,20018.0,Restaurante,"43.29830066346091,-2.00500042764736",43.29830066346091,-2.00500042764736,gastronomia,moderno,cultura
Dolomiti,Vitoria-Gasteiz,1.0,945 233 426,"Ramon y Cajal, 1",info@dolomiti.es,https://www.dolomiti.es/,1007.0,Restaurante,"42.8434596,-2.677018500000031",42.8434596,-2.677018500000031,gastronomia,moderno,caprichos
Katxi,Andra Mari,0.0,946 250 295,"Barrio Andra Mari, s/n",hotel@katxi.com,http://www.katxi.com,48115.0,Restaurante,"43.299292772593425,-2.7535108265975716",43.29929277259343,-2.753510826597572,gastronomia,tradicional,comercio_local
Amalurra,,0.0,946 109 540,"Bº La Reneja, 35",amalurra@amalurra.com,https://amalurra.com/comer/restaurante-amalurra/,48879.0,Restaurante,"43.235140434012486,-3.220463405265832",43.235140434012486,-3.220463405265832,gastronomia,moderno,bienestar
Mugarri,Pobeña,0.0,946 707 799,Plaza de Pobeña s/n,restaurantemugarri@gmail.com,https://restaurantemugarri.com/,48550.0,Restaurante,"43.34528419999999,-3.1263767",43.34528419999999,-3.1263767,gastronomia,tradicional,outdoor
Urki Txakolina,Askizu,0.0,943 140 888,Barrio Askizu,info@urkitxakolina.com,,20808.0,Bodega Txakoli,"43.301510434880086,-2.224944943347168",43.301510434880086,-2.224944943347168,gastronomia,comercio_local,outdoor
5ª Planta,Bilbao,0.0,944 079 259,"Restaurante del Teatro Campos Elíseos. Bertendona 3 , 5º Planta",reserva@5planta.com,,48008.0,Restaurante,"43.2596587,-2.9312366999999995",43.2596587,-2.9312366999999995,gastronomia,moderno,rooftop
Hambroneta,,1.0,946 531 596,"Ramon De Kareaga 6, 1° 76 (San Miguel de Basauri)",info@hambroneta.com,http://www.hambroneta.com/,48970.0,Comida Rápida,"43.2221975,-2.8890787000000273",43.2221975,-2.889078700000028,gastronomia,moderno,comercio_local
Talleri,,0.0,946 138 318,"Barrio Erroteta, s/n",info@bodegatalleri.com,http://bodegatalleri.com/,48115.0,Bodega Txakoli,"43.297614648951935,-2.7447594851806767",43.297614648951935,-2.7447594851806767,gastronomia,tradicional,comercio_local
Merrutxu,,0.0,946 276 435,"Barrio Arboliz, 15",info@merrutxu.com,http://www.casaruralpaisvasco.net/,48311.0,Bodega Txakoli,"43.38337741225342,-2.62343584229734",43.38337741225342,-2.62343584229734,gastronomia,euskaldun,tradicional
Bodegas Murua,Elciego,0.0,+34 945 606 260,Carretera de Laguardia s/n,info@bodegasmurua.masaveu.com,http://www.bodegasmurua.com/,1340.0,Bodega,"42.51739747361621,-2.6160883174438823",42.51739747361621,-2.6160883174438823,gastronomia,tradicional,cultura
Batzoki de Zierbena,El Puerto,0.0,946 366 374,"El Puerto, 19-21",bittor78@hotmail.com,https://batzokizierbena.es/,48508.0,Restaurante,"43.3510211,-3.0820046000000048",43.3510211,-3.0820046000000048,euskaldun,tradicional,gastronomia
Dena-Ona,Bilbao,1.0,944 470 596,"Rafaela Ybarra, 12",restaurante@denaona.es,http://www.denaona.es/,48014.0,Restaurante,"43.27075557023009,-2.9456222754631667",43.27075557023009,-2.9456222754631667,gastronomia,moderno,comercio_local
Zarate,Bilbao,1.0,944 416 521,"Licenciado Poza, 65",restaurantezarate@gmail.com,https://zarate.restaurant/,48013.0,Restaurante,"43.2625749,-2.9435154999999895",43.2625749,-2.943515499999989,gastronomia,moderno,comercio_local
Hiruzta,,0.0,943 104 060,"Barrio Jaizubia, 266",reservas@hiruzta.com,https://www.hiruzta.com/,20280.0,Bodega Txakoli,"43.34925229645145,-1.8241008365539528",43.34925229645145,-1.8241008365539528,gastronomia,euskaldun,tradicional
Viura,Villabuena de Álava/Eskuernaga,0.0,945 609 000,Mayor s/n,info@hotelviura.com,http://www.hotelviura.com,1307.0,Restaurante,"42.54794034977372,-2.6650635644180056",42.54794034977372,-2.6650635644180056,gastronomia,moderno,bienestar
Casa Garras,Concha,0.0,946 806 280,"Barrio Concha, 6",casagarras@gmail.com,https://casagarras.com/,48891.0,Restaurante,"43.225308300410646,-3.3603022932540982",43.225308300410646,-3.3603022932540982,gastronomia,tradicional,comercio_local
El Rincón de Luis Mari,Vitoria-Gasteiz,0.0,945 250 127,"Rioja, 14",,,1005.0,Restaurante,"42.84299506252298,-2.668385542327883",42.84299506252298,-2.668385542327883,gastronomia,tradicional,euskaldun
Ziaboga Bistrot,Pasai Donibane,0.0,943 510 395,"Calle Donibane, 91",alexziaboga@gmail.com,https://www.ziabogabistrot.com/,20110.0,Restaurante,"43.3270333,-1.9197659999999814",43.3270333,-1.9197659999999808,gastronomia,moderno,comercio_local
La Brasserie Mari Galant,Donostia / San Sebastián,0.0,943 440 770,"Zubieta, 2",restaurante@hlondres.com,https://hlondres.com/gastronomia/,20007.0,Restaurante,"43.3180646,-1.9849321000000373",43.3180646,-1.9849321000000373,gastronomia,moderno,animado
Jardines de Uleta,Vitoria-Gasteiz,0.0,945 133 131,"Calle Uleta, 1",reservasjardinesdeuleta@grupozenithoteles.com,https://jardinesdeuleta.com/,1007.0,Restaurante,"42.8340036682558,-2.6960617883605664",42.8340036682558,-2.6960617883605664,gastronomia,outdoor,bienestar
Akebaso,San Juan,0.0,946 582 060,"Barrio San Juan de Axpe, 16",akebaso@akebasorestaurante.com,http://www.akebasorestaurante.com,48292.0,Restaurante,"43.121744756665855,-2.5956855522537126",43.121744756665855,-2.595685552253713,gastronomia,tradicional,euskaldun
Iriarte Enea,Lezo,0.0,943 529 989,"Gaintxurizketa goiko bailara, 15",iriarte.enea@gmail.com,http://www.iriartenea.com,20100.0,Asador,"43.33445785913185,-1.8561724957428396",43.33445785913185,-1.85617249574284,gastronomia,tradicional,comercio_local
Arregi,Berastegi,0.0,943 683 059,"Herriko enparantza, 7",kakoenea@gmail.com,,20492.0,Restaurante,"43.124258199486256,-1.979034806745858",43.124258199486256,-1.979034806745858,gastronomia,tradicional,euskaldun
Astillero,Getaria,0.0,943 140 412,"Calle Portua, 1",,,20808.0,Asador,"43.306335847164114,-2.2018935151706955",43.306335847164114,-2.2018935151706955,gastronomia,tradicional,terraceo
Botarri,Tolosa,0.0,943 654 921,"Calle Oria, 2",tolosa@botarri.com,http://botarri.com,20400.0,Restaurante,"43.1342298,-2.0771594999999934",43.1342298,-2.0771594999999934,gastronomia,tradicional,euskaldun
Gaztelu Ostatua,Errenteria,0.0,943 511 084,"Calle Santa María, 6",info@gazteluostatua.com,http://www.gazteluostatua.com,20100.0,Restaurante,"43.3128213265367,-1.8991268883605699",43.3128213265367,-1.8991268883605696,gastronomia,tradicional,comercio_local
Enbata,,0.0,943 641 054,"Zuloaga, 5",jauregui@hoteljauregui.com,,20280.0,Restaurante,"43.36813163833558,-1.7938204392868329",43.36813163833558,-1.7938204392868329,gastronomia,euskaldun,tradicional
La Casa del Patrón,Murgia,0.0,945 462 528,"San Martín, 2",hotel@casadelpatron.com,https://casadelpatron.com/restaurante/,1130.0,Restaurante,"42.9568207,-2.8200131999999485",42.9568207,-2.8200131999999485,gastronomia,tradicional,comercio_local
Lola,Berantevilla,0.0,945 337 062,"Mayor, 37",,,1211.0,Restaurante,"42.6824479,-2.8583339",42.6824479,-2.8583339,gastronomia,tradicional,comercio_local
Serantes III,Bilbao,0.0,944 248 004,"Alameda Mazarredo, 75",,http://www.restauranteserantes.com/,48009.0,Restaurante,"43.26697603019553,-2.9362036484100145",43.26697603019553,-2.9362036484100145,gastronomia,moderno,animado
Sugarri,,0.0,943 643 123,"Nafarroa Behera, 1",info@sugarrirestaurante.com,http://www.sugarrirestaurante.com/,20280.0,Restaurante,"43.3622728,-1.7886932000000115",43.3622728,-1.7886932000000115,gastronomia,moderno,cultura
Xarma Cook & Culture,Donostia / San Sebastián,0.0,943 142 267,"Miguel Imaz, 1",info@xarmacook.com,http://www.xarmacook.com/,20018.0,Restaurante,"43.324501996241516,-1.9767958047492584",43.32450199624152,-1.9767958047492584,gastronomia,cultura,moderno
Eneko,,0.0,944 558 866,Corredor del Txorierri salida nº 25 (Legina auzoa),info@eneko.restaurant,https://eneko.restaurant/,48195.0,Restaurante,"43.260525753728786,-2.8147879535033553",43.26052575372879,-2.814787953503356,gastronomia,moderno,caprichos
Dolarea,Beasain,0.0,943 889 888,"Avenida de Navarra, 57",info@dolareahotela.com,https://www.hoteldolarea.com/es/carta,20200.0,Restaurante,"43.0473599,-2.207682900000009",43.0473599,-2.207682900000009,gastronomia,tradicional,comercio_local
Aztiria,Gabiria,0.0,943 733 622,Aztiria Auzoa,info@asadoraztiria.com,,20217.0,Asador,"43.03328978065664,-2.311070649065414",43.03328978065664,-2.311070649065414,gastronomia,tradicional,outdoor
Amunategi,,0.0,685 737 398,"San Bartolome, 57",anton.aranburu@gmail.com,http://www.amunategi.com/,48350.0,Bodega Txakoli,"43.3770149,-2.7061387999999624",43.3770149,-2.7061387999999624,gastronomia,euskaldun,tradicional
Elkano,Getaria,0.0,600 800 259,"Elkano Etxea. Eitzaga auzoa, 24",txakolielkano@hotmail.com,http://www.txakolielkano.com/,20808.0,Bodega Txakoli,"43.28936842622287,-2.1908679522232433",43.28936842622287,-2.190867952223244,gastronomia,euskaldun,terraceo
Hospedería los Parajes,Laguardia,0.0,945 621 130,"Mayor, 46-48",info@hospederiadelosparajes.com,http://www.hospederiadelosparajes.com/,1300.0,Restaurante,"42.5534707,-2.5851453999999876",42.5534707,-2.585145399999988,gastronomia,tradicional,cultura
Amelibia,Laguardia,0.0,945 621 207,"Barbacana, 14",restauranteamelibia@gmail.com,http://www.restauranteamelibia.com/,1300.0,Restaurante,"42.5518412,-2.5832984999999553",42.5518412,-2.583298499999956,gastronomia,moderno,bienestar
La Muralla,Laguardia,0.0,945 600 198,"Páganos, 42",reservas@cuevalamuralla.es,http://www.cuevalamuralla.es,1300.0,Restaurante,"42.55412546475627,-2.5857797999999548",42.55412546475627,-2.5857797999999548,gastronomia,tradicional,cultura
Ángel Santamaría,Leza,0.0,945 621 212,Carretera A 124 Vitoria - Logroño s/n,pagosdeleza@pagosdeleza.com,,1309.0,Restaurante,"42.57433994790744,-2.629282045507807",42.57433994790744,-2.629282045507807,gastronomia,moderno,caprichos
Jatorrena,Labastida/Bastida,0.0,945 331 050,"Florida, 10",info@jatorrena.com,http://jatorrena.com/lang/es/restaurante/,1330.0,Restaurante,"42.589855877672754,-2.794424984655734",42.589855877672754,-2.794424984655734,gastronomia,tradicional,comercio_local
Petralanda,Labastida/Bastida,0.0,945 331 111,"Varajuela, 3",info@restaurantepetralanda.com,http://www.restaurantepetralanda.com,1330.0,Restaurante,"42.5907329,-2.795066399999996",42.5907329,-2.795066399999996,gastronomia,moderno,cultura
Biazteri,Laguardia,0.0,945 600 026,Calle Mayor,reservas@biazteri.com,,1300.0,Restaurante,"42.55435,-2.585350999999946",42.55435,-2.585350999999946,gastronomia,euskaldun,tradicional
El Bodegón Laguardia,Laguardia,0.0,945 600 793,"Travesía Santa Engracia, 3",info@restauranteelbodegon.es,http://www.restauranteelbodegon.es/,1300.0,Restaurante,"42.5545808,-2.5846112000000403",42.5545808,-2.5846112000000403,gastronomia,tradicional,chill
Altamira,Ordizia,0.0,685 794 755,Estadio Altamira,,,20240.0,Restaurante,"43.053314956156306,-2.1729920648040206",43.05331495615631,-2.1729920648040206,gastronomia,moderno,comercio_local
Castillo,Olaberria,0.0,943 881 958,Ruta Madrid-Irun Km 417,recepcion@hotelcastillo.info,http://www.hotelcastillo.info,20212.0,Restaurante,"43.0414553,-2.215868799999953",43.0414553,-2.215868799999953,gastronomia,tradicional,comercio_local
Mandubiko Benta,Beasain,0.0,943 882 673,Mandubi Gaina,info@mandubikobenta.com,http://www.mandubikobenta.com,20200.0,Restaurante,"43.087379474600695,-2.2449331881713896",43.087379474600695,-2.2449331881713896,gastronomia,tradicional,euskaldun
Mujika,Mutiloa,0.0,943 801 699,Liernia auzoa,,,20214.0,Restaurante,"43.02629688648779,-2.2666141994750966",43.02629688648779,-2.266614199475097,gastronomia,tradicional,comercio_local
Ostatu Zegama,Zegama,0.0,943 801 051,"San Martin, 3",zegamaostatua@gmail.com,,20215.0,Restaurante,"42.9757757,-2.2899386000000277",42.9757757,-2.289938600000028,gastronomia,tradicional,euskaldun
Nerea,,0.0,943 088 088,"Uhaitz Kalea, 3",info@nereajatetxea.com,http://www.nereajatetxea.com,20210.0,Restaurante,"43.0335857,-2.1858693000000358",43.0335857,-2.185869300000036,gastronomia,moderno,cultura
Ostatu Mutiloa,Mutiloa,0.0,943 801 166,Herriko plaza,mutiloakoostatua@yahoo.es,,20214.0,Restaurante,"43.0224635,-2.2728698999999324",43.0224635,-2.2728698999999324,gastronomia,tradicional,comercio_local
Ostatu Zerain,Zerain,0.0,943 801 799,Frontoi parea,,,20214.0,Restaurante,"43.01188557560922,-2.271414196889509",43.01188557560922,-2.271414196889509,gastronomia,tradicional,euskaldun
Salbatore,Salbatore,0.0,943 88 83 07,"Barrio de Salbatore, 4",salbatore@salbatorehotela.com,http://www.salbatorehotela.com,20200.0,Restaurante,"43.04958873457134,-2.229713689379878",43.04958873457134,-2.229713689379878,gastronomia,tradicional,comercio_local
Pilarrenea,Idiazabal,0.0,943 187 866,"Kale Nagusia, 52",,,20213.0,Restaurante,"43.0106588,-2.2348309999999856",43.0106588,-2.2348309999999856,gastronomia,cultura,comercio_local
Lazkao,Zubierreka,0.0,943 881 588,"Zubierreka auzoa, 17",hotelrestaurantelazkao@hotmail.com,,20210.0,Restaurante,"43.0190358,-2.177070200000003",43.0190358,-2.177070200000003,gastronomia,,deporte
Alabortza Kantina-Cantina de Puntas,Pasai Donibane,0.0,943 584 126,"Puntetako pasealekua, z/g",,https://www.instagram.com/alabortza/,20110.0,Asador,"43.33269330326799,-1.9235524346710235",43.33269330326799,-1.9235524346710235,gastronomia,animado,terraceo
Astelena,Tolosa,0.0,943 650 996,Euskal Herria plaza 4,astelena-jatetxea@astelena.com,,20400.0,Restaurante,"43.1377305,-2.074674200000004",43.1377305,-2.074674200000004,gastronomia,moderno,comercio_local
Albistur,,0.0,843 631 558,"Klarene Plaza, 1",albisturjatetxea@gmail.com,,20180.0,Restaurante,"43.2934227,-1.8562845999999809",43.2934227,-1.8562845999999809,gastronomia,moderno,
Aristizabal,Iturriotz,0.0,943 492 714,"Txalaka bidea, 4 (Iturriotz)",,,20180.0,Sidreria,"43.28692076119731,-1.8729201387313879",43.28692076119731,-1.872920138731388,gastronomia,euskaldun,tradicional
Zuketz,Errenteria,0.0,943 518 835,"Xenpelar, 1<br/>",zuketz@gmail.com,,20100.0,Restaurante,"43.3129624,-1.9010682000000543",43.3129624,-1.9010682000000545,gastronomia,moderno,animado
Larraitz-Gain,Abaltzisketa,0.0,943 653 572,Larraitz Auzoa 3,larraitzgain@gmail.com,https://www.larraitzgain.com/,20269.0,Restaurante,"43.0372251,-2.098894",43.0372251,-2.098894,gastronomia,tradicional,comercio_local
Balearri,,0.0,943 140 254,"Calle Puerto, 25",,https://www.balearrijatetxea.com/,20808.0,Restaurante,"43.3041565,-2.201841400000035",43.3041565,-2.201841400000035,gastronomia,moderno,cultura
Basusta,,0.0,943 862 073,"Patxita Etxezarreta, 25",asadorbasusta@hotmail.com,,20750.0,Asador,"43.2938841,-2.2539220999999543",43.2938841,-2.2539220999999543,gastronomia,tradicional,euskaldun
Euskalduna,Zarautz,0.0,943 130 373,Nagusia 37,felix.euskalduna@hotmail.com,,20800.0,Restaurante,"43.2856353,-2.1744059999999763",43.2856353,-2.1744059999999763,gastronomia,moderno,terraceo
Galerna I,,0.0,943 890 416,Hondartza 5,galerna1orio@hotmail.com,,20810.0,Restaurante,"43.287335215421386,-2.126554401852445",43.287335215421386,-2.126554401852445,gastronomia,moderno,comercio_local
Gazteategi,Elkano,0.0,943 131 606,Elkano auzoa 120,info@gazteategi.com,http://www.gazteategi.com/,20809.0,Restaurante,"43.2656692703544,-2.201376405340625",43.2656692703544,-2.201376405340625,gastronomia,cultura,comercio_local
Giroa,Getaria,0.0,943 140 800,Nagusia 20,giroataberna@gmail.com,http://www.giroarestaurante.com,20808.0,Restaurante,"43.30396160331017,-2.2038209312828485",43.30396160331017,-2.2038209312828485,gastronomia,,terraceo
Politena,Getaria,0.0,943 140 113,Kale Nagusia 9,politena@hotmail.com,http://politenagetaria.com/,20808.0,Restaurante,"43.3034288,-2.2041765999999825",43.3034288,-2.2041765999999825,gastronomia,tradicional,outdoor
Oneko,Ipiñaburu,0.0,946 338 448,Bº Ipiñaburu nº 38,reservas@etxegana.com,http://www.etxegana.com/restaurante/,48144.0,Restaurante,"43.073026,-2.750015",43.073026,-2.750015,gastronomia,euskaldun,tradicional
Lasturko Taberna,Deba,0.0,943 199 033,San Nicolas Plaza 5 - Lastur,info@lastur.eus,http://www.lastur.eus/es/la-taberna,20829.0,Restaurante,"43.25066422757501,-2.333741946032708",43.25066422757501,-2.333741946032708,gastronomia,tradicional,comercio_local
Magalarte Lezama Txakolina,,0.0,944 556 508,"Garaioltza, 92-Bis",inaki@magalartelezamatxakolina.com,http://www.magalartelezamatxakolina.com/,48196.0,Bodega Txakoli,"43.27736899999998,-2.8308020000000056",43.27736899999998,-2.8308020000000056,gastronomia,euskaldun,comercio_local
Maialde,Elgeta,0.0,943 789 107,San Roke 26,maialde@casaruralmaialde.com,http://www.casaruralmaialde.com,20690.0,Restaurante,"43.137614,-2.486854",43.137614,-2.486854,gastronomia,tradicional,euskaldun
Guria,Ugao-Miraballes,0.0,946 480 034,"C/Udiarraga, 26 bajo",restauranteguriaugao@gmail.com,,48490.0,Restaurante,"43.180971505401935,-2.9015926269836467",43.180971505401935,-2.9015926269836467,gastronomia,tradicional,comercio_local
Guzurtegi,Maroño,0.0,945 399 438,"Barrio La plazuela, 6. Maroño",guzurtegi@gmail.com,http://www.guzurtegi.com/,1479.0,Restaurante,"43.05215091733024,-3.0592386441803683",43.05215091733024,-3.0592386441803683,gastronomia,tradicional,comercio_local
Hamalau,Arrasate/Mondragón,0.0,943 794 879,"Zerkaosteta kalea, 8",,,20500.0,Restaurante,"43.065372,-2.489662",43.065372,-2.489662,gastronomia,euskaldun,tradicional
Harria,Mungia,0.0,946 746 868,"Arritugane, s/n",info@palaciourgoiti.com,http://www.hotelpalaciourgoiti.com/restaurante,48100.0,Restaurante,"43.321462,-2.86615",43.321462,-2.86615,gastronomia,tradicional,comercio_local
Hondartzape,,0.0,946 770 040,"Erribera Kalea, 3",,,48630.0,Asador,"43.4034416,-2.9468343",43.4034416,-2.9468343,gastronomia,tradicional,outdoor
Ibai-Gane,Ugaran,0.0,946 841 359,"Ugaran auzoa, Oleta, Amoroto",infor@ibai-gane.com,https://www.ibai-gane.com/es/,48289.0,Restaurante,"43.3434604975533,-2.50578533074258",43.3434604975533,-2.50578533074258,gastronomia,tradicional,comercio_local
Intxaurrondo,Donostia / San Sebastián,0.0,943 292 074,"Zubiaurre, 72",info@sidreriaintxaurrondo.com,http://www.sidreriaintxaurrondo.com,20015.0,Sidreria,"43.3194565,-1.9506515",43.3194565,-1.9506515,gastronomia,euskaldun,animado
Iñausti,Donostia / San Sebastián,0.0,943 313 933,"Zuatzu, 4 - Edif. Easo 2-3",info@inausti.net,https://www.inausti.net/,20018.0,Restaurante,"43.2972673,-2.0085968",43.2972673,-2.0085968,gastronomia,moderno,comercio_local
Iretza,Astigarraga,0.0,943 330 030,"Troia Ibilbidea, 25",info@iretza.eus,http://www.iretza.eus,20115.0,Restaurante,"43.278734,-1.951415",43.278734,-1.951415,gastronomia,euskaldun,tradicional
Itsas - Lur,Markina-Xemein,0.0,946 167 809,"Agustin Deuna, 4, Markina- Xemein",itsaslurmarkina@hotmail.com,,48270.0,Restaurante,"43.2654989072082,-2.49580751320718",43.2654989072082,-2.49580751320718,gastronomia,tradicional,comercio_local
Itziar,Deba,0.0,943 199 061,Alto de Itziar,info@hostalitziar.es,http://www.hostalitziar.es,20829.0,Restaurante,"43.278342,-2.331127",43.278342,-2.331127,gastronomia,tradicional,comercio_local
Joshe Mari,,0.0,946 194 005,"Basigoko Bide Nagusia, 134",herederos.joshemari@gmail.com,http://www.hoteljoshemari.com/,48130.0,Restaurante,"43.42403,-2.813602",43.42403,-2.813602,gastronomia,tradicional,comercio_local
La Bakiense,,0.0,946 194 232,"San Pelaioko Bide nagusia, 35",,,48130.0,Restaurante,"43.429761,-2.804047",43.429761,-2.804047,gastronomia,tradicional,comercio_local
La Bodeguilla,,0.0,946 504 103,"Barrio Carral, 34",barrestaurantelabodeguilla@gmail.com,,48190.0,Restaurante,"43.24964131743253,-3.155650898147586",43.24964131743253,-3.155650898147586,gastronomia,tradicional,comercio_local
La Boule (Casino Kursaal),Donostia / San Sebastián,0.0,943 429 214,"Mayor, 1",marketing@casinokursaal.com,http://www.casinokursaal.com/gastronomia,20003.0,Restaurante,"43.3222201,-1.9855366",43.3222201,-1.9855366,gastronomia,moderno,indoor
La Cepa,Donostia / San Sebastián,0.0,943 426 394,"31 de Agosto, 7",info@barlacepa.com,http://www.barlacepa.com,20003.0,Restaurante,"43.3243187,-1.9849463",43.3243187,-1.9849463,gastronomia,terraceo,animado
Massi,Ugao-Miraballes,0.0,669 046 879,"C/Udiarraga, 55",conchiefe@hotmail.com,,48490.0,Restaurante,"43.180685532656774,-2.901549169311526",43.18068553265677,-2.901549169311526,gastronomia,tradicional,comercio_local
Mendiondo,,0.0,946 504 452,"Barrio Revilla, 1 - San Martín de Carral",jlezama@mendiondo.com,http://www.mendiondo.com,48190.0,Restaurante,"43.248094745180765,-3.15826892065429",43.248094745180765,-3.15826892065429,gastronomia,tradicional,euskaldun
Calbeton,Deba,0.0,943 191 970,"Hondartza, 7",calbeton@calbetonjatetxea.com,,20820.0,Restaurante,"43.2952838,-2.354376000000002",43.2952838,-2.354376000000002,gastronomia,outdoor,comercio_local
Convento San Roque,Balmaseda,0.0,946 102 268,"Campo de Las Monjas, 2",info@hotelsanroque.es,http://www.hotelsanroque.es,48800.0,Restaurante,"43.19256,-3.19759",43.19256,-3.19759,gastronomia,cultura,tradicional
Eleizpe,,0.0,944 535 038,"Lastetxe Kalea, 24",reservas@hotel-loiu.com,,48180.0,Restaurante,"43.313503,-2.939914",43.313503,-2.939914,gastronomia,euskaldun,tradicional
Erreka Güeñes,Güeñes,0.0,946 690 345,"Barrio Lasier s/n - Ctra. Bilbao.  Balmaseda, km.17",errekahotel@gmail.com,,48840.0,Restaurante,"43.209985,-3.09469",43.209985,-3.09469,gastronomia,outdoor,comercio_local
Eguzki,Areatza,0.0,946 317 188,"Gudarien Plaza, 4",bareguski@yahoo.com,http://restaurante-eguzki.negocio.site/,48143.0,Restaurante,"43.12028966627668,-2.768061055572506",43.12028966627668,-2.768061055572506,gastronomia,bienestar,chill
Mantxua,Lekeitio,0.0,944 653 349,"Beheko kalea 24, Lekeitio",mejorbandasonora@yahoo.com,,48280.0,Restaurante,"43.3627941397,-2.50520329138634",43.3627941397,-2.50520329138634,gastronomia,outdoor,comercio_local
Patxi,Ugao-Miraballes,0.0,946 480 178,"C/Udiarraga, 4 bajo",patxirestaurante@hotmail.com,,48490.0,Restaurante,"43.18239803313362,-2.9014126940956175",43.18239803313362,-2.901412694095617,gastronomia,tradicional,comercio_local
Petit Komite,Agirre-Aperribai,0.0,944 363 601,"C/Txomin Egileor, 28",info@petitkomite.com,http://www.petitkomite.com/,48960.0,Restaurante,"43.22933173980507,-2.8524859325408847",43.22933173980507,-2.8524859325408847,gastronomia,moderno,animado
Portuetxe,Donostia / San Sebastián,0.0,943 215 018,"Igara Bidea, 71",info@portuetxe.com,http://www.portuetxe.com,20009.0,Restaurante,"43.3008471,-2.0146409",43.3008471,-2.0146409,gastronomia,euskaldun,comercio_local
Los Sarmientos,Alonsotegi,0.0,946 338 023,"Camino Pagasarri, s/n",info@ordaola.es,http://www.ordaola.es,48810.0,Asador,"43.22416050561526,-2.9649348306884726",43.22416050561526,-2.9649348306884726,gastronomia,tradicional,comercio_local
Sagarmina,Mutriku,0.0,943 603 225,"Olabarrieta, 3",txakolisagarmina@live.com,https://txakolisagarmina.com/,20830.0,Bodega Txakoli,"43.293122,-2.374216",43.293122,-2.374216,gastronomia,mercado,euskaldun
Saka Perlakua,Deba,0.0,943 191 137,Bº Arriola,info@sakabaserria.com,http://www.sakabaserria.com/hosteleria,20829.0,Restaurante,"43.284391092597,-2.35094547271729",43.284391092597,-2.35094547271729,gastronomia,moderno,comercio_local
San Juan,Mutriku,0.0,943 603 167,Laranga bailara,,,20830.0,Restaurante,"43.300837,-2.365451",43.300837,-2.365451,gastronomia,outdoor,comercio_local
Santa Ana,Arrasate/Mondragón,0.0,943 794 939,"Uribarri, 37",pildain@santaanamondragon.com,http://www.santaanamondragon.com,20500.0,Restaurante,"43.067257,-2.501972",43.067257,-2.501972,gastronomia,,euskaldun
Santuario Arantzazu,Oñati,0.0,943 781 313,Arantzazu auzoa,info@hotelsantuariodearantzazu.com,http://www.hotelsantuariodearantzazu.com,20567.0,Restaurante,"42.979189,-2.398478",42.979189,-2.398478,gastronomia,cultura,
Tiro Pitxon,Eibar,0.0,943 208 859,"Arrate Auzoa, 5",vcorada@gmail.com,http://www.restaurantetiropichon.es,20600.0,Restaurante,"43.205007,-2.445868",43.205007,-2.445868,gastronomia,deporte,comercio_local
Tsi Tao,Donostia / San Sebastián,0.0,943 424 205,"Paseo de Salamanca, 1",tsitao@tsitao.com,http://www.tsitao.com,20003.0,Restaurante,"43.32356,-1.98105",43.32356,-1.98105,gastronomia,moderno,animado
Txindoki,Ordizia,0.0,943 884 049,"Etxezarreta, 3",,http://www.txindokitaberna.com,20240.0,Restaurante,"43.053092,-2.179108",43.053092,-2.179108,gastronomia,tradicional,euskaldun
Txoko,Getaria,0.0,943 140 539,"Katrapona, 5",info@txokogetaria.com,http://txokogetaria.com,20808.0,Restaurante,"43.305053,-2.203106",43.305053,-2.203106,gastronomia,tradicional,euskaldun
